Abstract #,Poster #,Title,Authors,Institutions
74,B20,"Real-world treatment patterns in patients diagnosed with metastatic castration-resistant prostate cancer in the US, 2018-2023.","Eleni Efstathiou , Weiyan Li , James Roose , Brendan Kerr , Chinelo Orji , Nina Yeh , Stephen Corson , Kumar Mukherjee","Houston Methodist Cancer Center, AstraZeneca, Flatiron Health, Merck & Co., Inc., AstraZeneca UK Ltd."
849,H13,Germline DNA repair gene variants in patients under active surveillance for low-grade bladder cancer: Implications for risk stratification.,"Roberto Contieri , Hurle Rodolfo , Giovanni Lughezzani , Pier Paolo Avolio , Vittorio Fasulo , Marco Paciotti , Giuseppe Chiarelli , Giuseppe Garofano , Giulia Soldà , Rosanna Asselta , Anita Capalbo , Piergiuseppe Colombo , Pietro Cavalli , NicolòMaria Buffi , Alberto Saita , Paolo Casale , Massimo Lazzeri","Humanitas University, IRCCS - Humanitas Research Hospital"
337,J1,Absence of prostate cancer events after 3 years of tailored screening in high-risk individuals with germline pathogenic variants in DNA repair genes.,"Vittorio Fasulo , Giuseppe Chiarelli , NicolòMaria Buffi , Pier Paolo Avolio , Giuseppe Garofano , Muhannad Aljoulani , Rosanna Asselta , Giulia Soldà , Ilaria De Simone , Piergiuseppe Colombo , Miriam Cieri , Rodolfo Hurle , Marco Paciotti , Paolo Casale , Federica Maura , Pietro Cavalli , Giovanni Lughezzani , Massimo Lazzeri","Humanitas University, IRCCS - Humanitas Research Hospital"
803,F30,Evaluating neoadjuvant intravesical mitomycin C in NMIBC: A phase III randomized clinical trial.,"Roberto Contieri , Alberto Saita , Marco Paciotti , Alessandro Uleri , Pier Paolo Avolio , Vittorio Fasulo , Ludovica Cella , Stefano Mancon , Federica Sordelli , Giuseppe Garofano , Paola Arena , Chiara Pozzi , Miriam Cieri , Piergiuseppe Colombo , NicolòMaria Buffi , Giovanni Lughezzani , Paolo Casale , Maria Rescigno , Massimo Lazzeri , Rodolfo Hurle","Humanitas University, IRCCS - Humanitas Research Hospital, Humanitas University, Department of Biomedical Sciences, Istituto Clinico Humanitas"
842,H6,Immune profiling at the single-cell level to evaluate the immune microenvironment in bladder cancer: Insights from non-muscle invasive and muscle-invasive disease.,"Pier Paolo Avolio , Anna Garbin , Marta Pandini , Roberta Carriero , Paolo Kunderfranco , Maria Elefante , Piergiuseppe Colombo , Paolo Casale , Giovanni Lughezzani , NicolòMaria Buffi , Roberto Contieri , Gianluca Basso , Diletta Di Mitri , Massimo Lazzeri","Humanitas University, IRCCS - Humanitas Research Hospital, IRCCS - Humanitas Clinical and Research Center"
421,L17,Prevalence of germline variants of uncertain significance in DNA repair genes and their potential impact on prostate cancer outcomes following radical prostatectomy.,"Giuseppe Chiarelli , Vittorio Fasulo , NicolòMaria Buffi , Giuseppe Garofano , Alessio Finocchiaro , Marco Paciotti , Pier Paolo Avolio , Miriam Cieri , Giulia Soldà , Piergiuseppe Colombo , Alberto Saita , Rodolfo Hurle , Federica Maura , Pietro Cavalli , Rosanna Asselta , Paolo Casale , Giovanni Lughezzani , Massimo Lazzeri","Humanitas University, IRCCS - Humanitas Research Hospital, Istituto Clinico Humanitas"
579,H14,Leveraging tumor organoids to model drug response in clear cell renal cell carcinoma.,"NicolòMaria Buffi , Pier Paolo Avolio , Paolo Casale , Giovanni Lughezzani , Alberto Saita , Rodolfo Hurle , Marco Paciotti , Vittorio Fasulo , Roberto Contieri , Edoardo Beatrici , Karina Koczberska , Salvatore Piscuoglio , Massimo Lazzeri","Humanitas University, IRCCS - Humanitas Research Hospital, Istituto Clinico Humanitas"
108,C18,Receipt of poly(ADP) ribose polymerase inhibitors (PARPi) in patients (pts) with metastatic castration-resistant prostate cancer (mCRPC) harboring BRCA1/2 alterations.,"Micah Ostrowski , Yeonjung Jo , Chadi Hage Chehade , Zeynep Ozay , Georges Gebrael , Nicolas Sayegh , Edwin Lin , Ayana Srivastava , Richard Ji , Haoran Li , Vinay Mathew Thomas , Sumati Gupta , Irbaz Riaz , Benjamin Maughan , Soumyajit Roy , Umang Swami , Neeraj Agarwal","Hunstman Cancer Institute at the University of Utah, Huntsman Cancer Institute at the University of Utah, Huntsman Cancer Insititute at the University of Utah, University of Kansas Cancer Center, Mayo Clinic in Arizona, Rush University Medical Center, Department of Medicine, Huntsman Cancer Institute at the University of Utah"
90,B36,First next-generation sequencing (NGS) testing at the end of life in patients with metastatic prostate cancer.,"Zeynep Ozay , Yeonjung Jo , Chadi Hage Chehade , Nicolas Sayegh , Georges Gebrael , Micah Ostrowski , Edwin Lin , Gliceida Galarza Fortuna , Blake Nordblad , Haoran Li , Vinay Mathew Thomas , Ryon Graf , Irbaz Riaz , Avirup Guha , Benjamin Maughan , Soumyajit Roy , Rana McKay , Emmanuel Antonarakis , Umang Swami , Neeraj Agarwal","Huntsman Cancer Insititute at the University of Utah, Huntsman Cancer Institute at the University of Utah, Hunstman Cancer Institute at the University of Utah, University of Kansas Cancer Center, Foundation Medicine, Inc., Mayo Clinic in Arizona, Department of Medicine, Division of Cardiology, Medical College of Georgia at Augusta University, Rush University Medical Center, University of California San Diego, Moores Cancer Center, University of Minnesota, Masonic Cancer Center, Department of Medicine, Huntsman Cancer Institute at the University of Utah"
137,D11,Association of statin use with overall survival and cardiac adverse events in patients with advanced prostate cancer treated with apalutamide: A pooled analysis of TITAN and SPARTAN.,"Zeynep Ozay , Scott Morgan , Kim Chi , Eric Small , Shawn Malone , Christopher Wallis , Michael Ong , Amar Kishan , Angela Jia , Nicholas Zaorsky , Umang Swami , Yilun Sun , Daniel Spratt , Simon Chowdhury , Neeraj Agarwal , Fred Saad , Soumyajit Roy","Huntsman Cancer Insititute at the University of Utah, The Ottawa Hospital, University of Ottawa, BC Cancer Agency, University of British Columbia, Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco, The Ottawa Hospital Cancer Centre, Division of Urology, Department of Surgery, University of Toronto and Mount Sinai Hospital and University Health Network, Department of Radiation Oncology, University of California, Los Angeles, University Hospitals Seidman Cancer Center, Case Western Reserve University, Department of Medicine, Huntsman Cancer Institute at the University of Utah, Case Western Reserve University, Guy's, King's, and St. Thomas' Hospitals, and Sarah Cannon Research Institute, Huntsman Cancer Institute at the University of Utah, University of Montreal Hospital Centre, Rush University Medical Center"
TPS288,M7,"Mevrometostat (PF-06821497) in combination with enzalutamide in patients with metastatic castration-resistant prostate cancer previously treated with abiraterone acetate: The phase 3, randomized MEVPRO-1 study.","Neeraj Agarwal , Michael Schweizer , Elena Castro , Arun Azad , Daniel George , Jayeta Chakrabarti , Sujata Narayanan , Yiyun Tang , Karim Fizazi","Huntsman Cancer Institute (NCI-CCC), University of Utah, Division of Medical Oncology, University of Washington, and Clinical Research Division, Fred Hutchinson Cancer Cancer, Medical Oncology, Hospital 12 de Octubre, Department of Medical Oncology, Peter MacCallum Cancer Centre, Duke Cancer Institute, Duke University School of Medicine, Oncology, Pfizer Inc., Biostatistics Oncology, Global Biometrics and Data Management, Pfizer Inc., Department of Cancer Medicine, Institut Gustave Roussy, University of Paris Saclay"
48,A26,Barriers to and facilitators of first-line treatment intensification (TI) in metastatic castration-sensitive prostate cancer (mCSPC) by practice setting and intensification frequency: A sub-analysis of IMPLEMENT.,"Neeraj Agarwal , Stacy Loeb , Nader El-Chaar , Laura de Ruiter , Janet Kim , Jessica Mack , Betty Thompson , Sarah Rich-Zendel , Jay Sheldon , Jin Su Joo , Judith Dyson","Huntsman Cancer Institute (NCI-CCC), University of Utah, NYU Langone Health, Astellas Pharma Inc., Pfizer Inc., Throughline Strategy, Birmingham City University"
38,A16,Phase II trial of image-guided oligometastatectomy and radiation therapy in recurrent prostate cancer (SOAR).,"Alejandro Sanchez , Umang Swami , Bogdana Schmidt , Christopher Dechet , Kenneth Boucher , Lisa Chapman , Hillary Davis , Jeff Linton , Erica Farr , Samuel Leonhart , Josiah Hawks , Skyler Johnson , Jonathan Tward , Bismarck Odei , Sumati Gupta , Neeraj Agarwal , Brock ONeil , Benjamin Maughan","Huntsman Cancer Institute at the University of Utah, Department of Medicine, Huntsman Cancer Institute at the University of Utah, Hunstman Cancer Institute at the University of Utah"
173,E12,Time to metastasis after prostatectomy (TTM) and survival outcomes in patients (pts) with metachronous metastatic hormone-sensitive prostate cancer (mHSPC): A secondary analysis of the SWOG 1216 phase 3 trial.,"Nicolas Sayegh , Yeonjung Jo , Umang Swami , Chadi Hage Chehade , Zeynep Ozay , Georges Gebrael , Benjamin Maughan , Melissa Plets , Maha Hussain , Tanya Dorff , Primo Lara Jr., Amir Goldkorn , Seth Lerner , Neeraj Agarwal","Huntsman Cancer Institute at the University of Utah, Department of Medicine, Huntsman Cancer Institute at the University of Utah, SWOG Statistics and Data Management Center, Northwestern University, Feinberg School of Medicine, City of Hope Comprehensive Cancer Center, University of California, Davis Comprehensive Cancer Center, USC Norris Comprehensive Cancer Center, Baylor College of Medicine, Huntsman Cancer Institute (NCI-CCC), University of Utah"
205,F9,Impact of homologous recombination repair alterations (HRRalt) on survival outcomes of patients (Pts) with metastatic hormone-sensitive prostate cancer (mHSPC).,"Chadi Hage Chehade , Ryon Graf , Georges Gebrael , Zeynep Ozay , Nicolas Sayegh , Gerald Li , Benjamin Maughan , Emmanuel Antonarakis , Rana McKay , Neeraj Agarwal , Umang Swami","Huntsman Cancer Institute at the University of Utah, Foundation Medicine, Inc., University of Minnesota, Masonic Cancer Center, University of California, San Diego, Huntsman Cancer Institute (NCI-CCC), University of Utah, Department of Medicine, Huntsman Cancer Institute at the University of Utah"
42,A20,Utilizing ChatGPT for assessing disease volume in patients (pts) with metastatic prostate cancer (mPC).,"Diya Garg , Micah Ostrowski , Ayana Srivastava , Beverly Chigarira , Yeonjung Jo , Zeynep Ozay , Chadi Hage Chehade , Georges Gebrael , Nicolas Sayegh , Gliceida Fortuna , Vinay Mathew Thomas , Benjamin Maughan , Umang Swami , Neeraj Agarwal , Haoran Li","Huntsman Cancer Institute at the University of Utah, Hunstman Cancer Institute at the University of Utah, Department of Medicine, Huntsman Cancer Institute at the University of Utah"
120,C30,A prospective trial of a structured exercise program to lessen fatigue in patients with advanced prostate cancer (aPC) undergoing androgen deprivation therapy (ADT).,"Benjamin Maughan , Neeraj Agarwal , Darren Walker , Adriana Coletta , Blake Nordblad , Umang Swami , Sumati Gupta , Saundra Buys , Manish Kohli , Pamela Hansen , Kenneth Boucher , Norah Henry","Huntsman Cancer Institute at the University of Utah, Hunstman Cancer Institute at the University of Utah, Department of Medicine, Huntsman Cancer Institute at the University of Utah, University of Michigan Medical School"
100,C10,Evaluation of time to metastasis (TTM) from prostatectomy and survival in patients (pts) with metachronous metastatic hormone-sensitive prostate cancer (mHSPC) receiving androgen deprivation therapy (ADT) intensification: A real-world study.,"Nicolas Sayegh , Yeonjung Jo , Zeynep Ozay , Chadi Hage Chehade , Georges Gebrael , Micah Ostrowski , Patrick Campbell , Siqi HU , Nishita Tripathi , Blake Nordblad , Beverly Chigarira , Richard Ji , Gliceida Galarza Fortuna , Vinay Mathew Thomas , Benjamin Maughan , Umang Swami , Neeraj Agarwal","Huntsman Cancer Institute at the University of Utah, Hunstman Cancer Institute at the University of Utah, Huntsman Cancer Insititute at the University of Utah, Weill Medical College, Cornell University, NewYork-Presbyterian Hospital, Department of Medicine, Huntsman Cancer Institute at the University of Utah, Huntsman Cancer Institute (NCI-CCC), University of Utah"
75,B21,Treatment (Rx) patterns and attrition rates in patients (pts) with metastatic castration-resistant prostate cancer (mCRPC).,"Georges Gebrael , Yeonjung Jo , Chadi Hage Chehade , Zeynep Ozay , Nicolas Sayegh , Micah Ostrowski , Patrick Campbell , Ethan Anderson , Blake Nordblad , Gliceida Galarza Fortuna , Vinay Mathew Thomas , Irbaz Riaz , Ryon Graf , Avirup Guha , Benjamin Maughan , Soumyajit Roy , Emmanuel Antonarakis , Neeraj Agarwal , Umang Swami","Huntsman Cancer Institute at the University of Utah, Hunstman Cancer Institute at the University of Utah, University of Utah Health, Mayo Clinic in Arizona, Foundation Medicine, Inc., Department of Medicine, Division of Cardiology, Medical College of Georgia at Augusta University, Rush University Medical Center, University of Minnesota, Masonic Cancer Center, Huntsman Cancer Institute (NCI-CCC), University of Utah, Department of Medicine, Huntsman Cancer Institute at the University of Utah"
82,B28,Survival outcomes of patients (pts) with metastatic castration-resistant prostate cancer (mCRPC) receiving lutetium-177-PSMA-617 (Lu) based on line of therapy.,"Nicolas Sayegh , Yeonjung Jo , Zeynep Ozay , Chadi Hage Chehade , Georges Gebrael , Micah Ostrowski , Patrick Campbell , Nishita Tripathi , Siqi HU , Beverly Chigarira , Ethan Anderson , Richard Ji , Gliceida Fortuna , Vinay Mathew Thomas , Haoran Li , Sumati Gupta , Benjamin Maughan , Neeraj Agarwal , Umang Swami","Huntsman Cancer Institute at the University of Utah, Hunstman Cancer Institute at the University of Utah, University of Utah Health, University of Kansas Cancer Center, Huntsman Cancer Institute (NCI-CCC), University of Utah, Department of Medicine, Huntsman Cancer Institute at the University of Utah"
162,D36,Survival outcomes based on line of therapy and treatment trends with cabazitaxel in patients (pts) with metastatic castration-resistant prostate cancer (mCRPC).,"Ayana Srivastava , Yeonjung Jo , Zeynep Ozay , Chadi Hage Chehade , Georges Gebrael , Nicolas Sayegh , Micah Ostrowski , Patrick Campbell , Gliceida Fortuna , Beverly Chigarira , Siqi HU , Diya Garg , Richard Ji , Blake Nordblad , Ethan Anderson , Vinay Mathew Thomas , Sumati Gupta , Benjamin Maughan , Umang Swami , Neeraj Agarwal","Huntsman Cancer Institute at the University of Utah, Hunstman Cancer Institute at the University of Utah, University of Utah Health, Weill Medical College, Cornell University, NewYork-Presbyterian Hospital, Department of Medicine, Huntsman Cancer Institute at the University of Utah, Huntsman Cancer Institute (NCI-CCC), University of Utah"
